Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Product_Base_Margin
Ord_1025,Prod_9,SHP_1416,Cust_376,3648,0.01,42,0.38
Ord_1026,Prod_17,SHP_1417,Cust_363,1560293,0,48,0.56
Ord_1027,Prod_10,SHP_1418,Cust_366,111882,0.04,8,0.77
Ord_1027,Prod_7,SHP_1419,Cust_366,7975,0.01,48,0.49
Ord_1028,Prod_11,SHP_1420,Cust_384,1000628,0.01,36,0.78
Ord_1028,Prod_9,SHP_1421,Cust_384,40717,0.04,36,0.35
Ord_1029,Prod_2,SHP_1422,Cust_389,19993,0.01,14,0.43
Ord_103,Prod_3,SHP_141,Cust_48,25279,0.09,9,0.35
Ord_1030,Prod_1,SHP_1423,Cust_374,83481,0.03,22,0.57
Ord_1031,Prod_9,SHP_1424,Cust_390,33535,0.05,39,0.38
Ord_1031,Prod_6,SHP_1424,Cust_448,14831,0.03,20,0.38
Ord_1032,Prod_2,SHP_1425,Cust_391,192583,0.09,10,0.55
Ord_1033,Prod_2,SHP_1426,Cust_392,6051,0.04,15,0.57
Ord_1034,Prod_3,SHP_1427,Cust_393,1135,0.05,15,0.04
Ord_1035,Prod_1,SHP_1429,Cust_394,475408,0,21,0.72
Ord_1035,Prod_8,SHP_1428,Cust_394,35743,0.08,17,0.78
Ord_1036,Prod_17,SHP_1430,Cust_395,160132,0.04,13,0.36
Ord_1037,Prod_6,SHP_1431,Cust_396,26475,0.08,43,0.37
Ord_1038,Prod_11,SHP_1433,Cust_397,572324,0,37,0.69
Ord_1038,Prod_5,SHP_1432,Cust_397,336724,0.07,44,0.74
Ord_1039,Prod_6,SHP_1434,Cust_398,18807,0,27,0.37
Ord_104,Prod_16,SHP_142,Cust_62,1041999,0.04,1,0.83
Ord_104,Prod_13,SHP_142,Cust_62,5097,0.09,10,0.56
Ord_1040,Prod_4,SHP_1437,Cust_396,430848,0.06,4,0.06
Ord_1040,Prod_11,SHP_1436,Cust_396,194031,0.03,13,0.71
Ord_1040,Prod_3,SHP_1435,Cust_396,128128,0.05,43,0.37
Ord_1041,Prod_5,SHP_1438,Cust_399,93321,0.05,40,0.51
Ord_1042,Prod_10,SHP_1439,Cust_395,74825,0.05,10,0.06
Ord_1043,Prod_9,SHP_1440,Cust_400,26039,0.09,15,0.35
Ord_1044,Prod_10,SHP_1441,Cust_391,390412,0.07,50,0.06
Ord_1044,Prod_5,SHP_1442,Cust_391,34364,0.06,41,0.49
Ord_1045,Prod_7,SHP_1443,Cust_391,25664,0.03,42,0.54
Ord_1046,Prod_6,SHP_1445,Cust_391,22598,0.01,34,0.37
Ord_1046,Prod_3,SHP_1444,Cust_391,18564,0.01,25,0.04
Ord_1047,Prod_17,SHP_1446,Cust_1145,668811,0.08,45,0.38
Ord_1047,Prod_5,SHP_1446,Cust_401,1673,0.08,1,0.48
Ord_1048,Prod_3,SHP_1447,Cust_401,5188,0.01,17,0.37
Ord_1049,Prod_3,SHP_1448,Cust_397,4267,0.06,10,0.37
Ord_105,Prod_15,SHP_143,Cust_74,1055463,0.09,30,0.64
Ord_105,Prod_11,SHP_144,Cust_74,174964,0.04,8,0.77
Ord_1050,Prod_5,SHP_1449,Cust_402,69088,0.08,32,0.51
Ord_1051,Prod_8,SHP_1450,Cust_401,82424,0.01,32,0.75
Ord_1052,Prod_3,SHP_1451,Cust_398,43847,0.02,14,0.35
Ord_1053,Prod_6,SHP_1453,Cust_402,29347,0.06,45,0.37
Ord_1053,Prod_16,SHP_1454,Cust_402,26278,0.04,23,0.57
Ord_1053,Prod_8,SHP_1452,Cust_402,23072,0.08,11,0.65
Ord_1053,Prod_1,SHP_1453,Cust_402,14215,0.09,10,0.56
Ord_1053,Prod_13,SHP_1453,Cust_402,887,0.06,33,0.44
Ord_1054,Prod_3,SHP_1455,Cust_391,33022,0.07,21,0.36
Ord_1055,Prod_3,SHP_1456,Cust_402,32171,0.01,6,0.39
Ord_1056,Prod_2,SHP_1457,Cust_395,519812,0.01,48,0.57
Ord_1056,Prod_6,SHP_1459,Cust_395,71841,0.01,19,0.36
Ord_1056,Prod_6,SHP_1458,Cust_395,18853,0,23,0.38
Ord_1057,Prod_5,SHP_1460,Cust_403,43698,0.07,35,0.48
Ord_1058,Prod_1,SHP_1463,Cust_404,355529,0.09,19,0.71
Ord_1058,Prod_5,SHP_1462,Cust_404,145248,0.07,24,0.63
Ord_1058,Prod_8,SHP_1461,Cust_404,13668,0.01,4,0.75
Ord_1059,Prod_7,SHP_1464,Cust_393,7112,0.01,38,0.83
Ord_106,Prod_4,SHP_146,Cust_67,6175777,0.07,49,0.55
Ord_106,Prod_5,SHP_145,Cust_67,194372,0.03,47,0.73
Ord_106,Prod_13,SHP_145,Cust_67,1837,0.01,6,0.58
Ord_1060,Prod_5,SHP_1465,Cust_405,69109,0.08,9,0.43
Ord_1060,Prod_13,SHP_1466,Cust_405,7137,0.02,33,0.55
Ord_1061,Prod_8,SHP_1467,Cust_397,3333,0.03,15,0.43
Ord_1062,Prod_3,SHP_1468,Cust_397,14931,0,13,0.36
Ord_1062,Prod_3,SHP_1468,Cust_397,8577,0.03,27,0.36
Ord_1063,Prod_6,SHP_1469,Cust_406,543,0.01,6,0.37
Ord_1064,Prod_17,SHP_1470,Cust_404,140986,0.07,1,0.57
Ord_1065,Prod_15,SHP_1471,Cust_407,984311,0.07,35,0.78
Ord_1065,Prod_17,SHP_1472,Cust_407,719006,0.08,15,0.38
Ord_1066,Prod_4,SHP_1473,Cust_406,37015205,0.05,38,0.58
Ord_1067,Prod_1,SHP_1474,Cust_397,733345,0.07,27,0.08
Ord_1068,Prod_8,SHP_1475,Cust_398,425651,0.03,41,0.46
Ord_1068,Prod_8,SHP_1475,Cust_398,50308,0.01,12,0.74
Ord_1068,Prod_12,SHP_1476,Cust_398,7694,0,15,0.39
Ord_1069,Prod_13,SHP_1477,Cust_402,25299,0.08,37,0.47
Ord_107,Prod_6,SHP_147,Cust_75,15797,0.01,6,0.39
Ord_1070,Prod_17,SHP_1478,Cust_400,1730485,0.05,36,0.38
Ord_1070,Prod_6,SHP_1479,Cust_400,79432,0.08,20,0.36
Ord_1071,Prod_8,SHP_1480,Cust_408,16389,0.02,31,0.66
Ord_1071,Prod_6,SHP_1480,Cust_408,11545,0.07,12,0.39
Ord_1072,Prod_4,SHP_1482,Cust_401,1642642,0.08,44,0.56
Ord_1072,Prod_8,SHP_1481,Cust_401,15494,0.09,2,0.76
Ord_1073,Prod_3,SHP_1484,Cust_410,27043,0.07,37,0.35
Ord_1074,Prod_2,SHP_1485,Cust_411,133925,0.03,24,0.56
Ord_1075,Prod_10,SHP_1486,Cust_411,120937,0.09,8,0.65
Ord_1076,Prod_5,SHP_1488,Cust_412,138188,0.09,32,0.44
Ord_1076,Prod_3,SHP_1487,Cust_412,40424,0.02,23,0.37
Ord_1077,Prod_8,SHP_1489,Cust_411,130735,0.05,43,0.74
Ord_1077,Prod_1,SHP_1490,Cust_411,52358,0.01,3,0.66
Ord_1078,Prod_3,SHP_1491,Cust_413,25797,0.03,19,0.04
Ord_1079,Prod_3,SHP_1492,Cust_414,61977,0.02,42,0.38
Ord_108,Prod_6,SHP_148,Cust_76,14484,0.09,25,0.36
Ord_108,Prod_13,SHP_149,Cust_76,12716,0.09,20,0.52
Ord_1080,Prod_2,SHP_1493,Cust_415,751203,0.09,21,0.57
Ord_1081,Prod_4,SHP_1494,Cust_416,28538835,0.06,27,0.58
Ord_1082,Prod_8,SHP_1495,Cust_417,24063,0.02,31,0.69
Ord_1083,Prod_13,SHP_1496,Cust_418,19233,0.01,44,0.44
Ord_1084,Prod_12,SHP_1497,Cust_417,8062021,0.09,3,0.39
Ord_1085,Prod_10,SHP_1498,Cust_412,166383,0.01,13,0.69
Ord_1086,Prod_6,SHP_1499,Cust_419,26535,0.02,24,0.04
Ord_1087,Prod_2,SHP_1500,Cust_412,738119,0.04,40,0.56
Ord_1088,Prod_9,SHP_1501,Cust_417,94536,0.01,25,0.04
Ord_1089,Prod_2,SHP_1502,Cust_416,904633,0,46,0.57
Ord_1089,Prod_2,SHP_1503,Cust_416,36796,0.06,43,0.58
Ord_1089,Prod_9,SHP_1504,Cust_416,15905,0.04,27,0.36
Ord_1089,Prod_12,SHP_1505,Cust_416,11614,0.01,39,0.36
Ord_109,Prod_17,SHP_150,Cust_68,547212,0.06,4,0.59
Ord_1090,Prod_15,SHP_1506,Cust_420,334411,0.03,18,0.59
Ord_1091,Prod_3,SHP_1507,Cust_421,463,0.07,32,0.38
Ord_1092,Prod_5,SHP_5831,Cust_1426,92782,0.02,43,0.49
Ord_1092,Prod_7,SHP_5832,Cust_1426,12337,0.09,27,0.08
Ord_1092,Prod_5,SHP_1508,Cust_413,9075,0.02,6,0.73
Ord_1093,Prod_13,SHP_1509,Cust_422,11309,0.04,39,0.04
Ord_1094,Prod_2,SHP_1510,Cust_412,160327,0.01,27,0.57
Ord_1095,Prod_8,SHP_6849,Cust_1688,165107,0.09,42,0.74
Ord_1095,Prod_3,SHP_1511,Cust_418,4153,0.04,4,0.38
Ord_1096,Prod_14,SHP_1512,Cust_423,222261,0.02,3,0.41
Ord_1097,Prod_4,SHP_1513,Cust_417,6181965,0.02,11,0.58
Ord_1098,Prod_17,SHP_1514,Cust_424,523614,0.05,13,0.56
Ord_1098,Prod_6,SHP_1515,Cust_424,7402,0.07,11,0.37
Ord_1099,Prod_13,SHP_1516,Cust_425,19808,0.02,47,0.56
Ord_11,Prod_5,SHP_14,Cust_8,181549,0.03,46,0.53
Ord_110,Prod_15,SHP_151,Cust_65,181067,0.09,7,0.77
Ord_1100,Prod_4,SHP_1517,Cust_426,32769965,0,30,0.59
Ord_1100,Prod_2,SHP_1517,Cust_426,155366,0.03,28,0.57
Ord_1101,Prod_11,SHP_1521,Cust_424,1788453,0.04,45,0.71
Ord_1101,Prod_17,SHP_1519,Cust_424,1257163,0.09,45,0.39
Ord_1101,Prod_3,SHP_1518,Cust_424,36316,0.08,26,0.38
Ord_1101,Prod_13,SHP_1520,Cust_424,12886,0,21,0.55
Ord_1102,Prod_13,SHP_1523,Cust_427,103819,0.07,40,0.57
Ord_1102,Prod_8,SHP_1522,Cust_427,548,0,5,0.43
Ord_1103,Prod_13,SHP_1524,Cust_410,5175,0.05,9,0.06
Ord_1104,Prod_2,SHP_1525,Cust_411,77256,0.04,34,0.55
Ord_1105,Prod_5,SHP_1526,Cust_422,10873,0.04,16,0.06
Ord_1106,Prod_8,SHP_1527,Cust_419,30946,0.08,49,0.71
Ord_1107,Prod_1,SHP_4201,Cust_428,481367,0.03,48,0.79
Ord_1107,Prod_14,SHP_4200,Cust_428,224905,0.02,5,0.52
Ord_1107,Prod_2,SHP_1528,Cust_428,87675,0.02,3,0.56
Ord_1108,Prod_15,SHP_1529,Cust_411,116828,0.02,22,0.56
Ord_1109,Prod_13,SHP_1531,Cust_429,1031963,0.03,1,0.56
Ord_1109,Prod_6,SHP_1530,Cust_429,61435,0.02,31,0.37
Ord_1109,Prod_13,SHP_1532,Cust_429,17299,0.05,31,0.38
Ord_111,Prod_8,SHP_152,Cust_65,63356,0.09,31,0.78
Ord_1110,Prod_1,SHP_1534,Cust_430,542358,0.01,42,0.59
Ord_1110,Prod_3,SHP_1533,Cust_430,193525,0.04,29,0.38
Ord_1110,Prod_13,SHP_1533,Cust_430,2785,0.01,13,0.59
Ord_1111,Prod_4,SHP_1535,Cust_421,11967915,0.07,26,0.55
Ord_1112,Prod_16,SHP_1536,Cust_421,32597,0.02,46,0.58
Ord_1112,Prod_3,SHP_1537,Cust_421,4965,0.02,10,0.35
Ord_1113,Prod_4,SHP_1538,Cust_411,13753765,0.03,45,0.39
Ord_1114,Prod_17,SHP_1539,Cust_429,6421,0,42,0.39
Ord_1115,Prod_11,SHP_1541,Cust_419,2340504,0.04,12,0.61
Ord_1115,Prod_13,SHP_1540,Cust_419,94586,0.01,47,0.59
Ord_1116,Prod_13,SHP_1542,Cust_422,9439,0.07,33,0.56
Ord_1117,Prod_9,SHP_1543,Cust_414,24959,0.06,32,0.36
Ord_1118,Prod_13,SHP_1544,Cust_417,11036,0.05,39,0.54
Ord_1119,Prod_3,SHP_1545,Cust_417,5898,0,9,0.35
Ord_112,Prod_6,SHP_153,Cust_77,6444,0.04,27,0.39
Ord_1120,Prod_1,SHP_1546,Cust_416,145504,0.06,9,0.66
Ord_1121,Prod_3,SHP_1547,Cust_428,1104142,0.07,30,0.38
Ord_1122,Prod_4,SHP_1549,Cust_412,48040385,0.08,46,0.59
Ord_1122,Prod_7,SHP_1548,Cust_412,7355,0.09,32,0.52
Ord_1123,Prod_6,SHP_1550,Cust_431,7606,0.02,14,0.04
Ord_1124,Prod_11,SHP_1551,Cust_431,1805668,0,50,
Ord_1125,Prod_3,SHP_1552,Cust_432,37269,0.01,42,0.04
Ord_1125,Prod_6,SHP_5194,Cust_1312,18582,0.05,44,0.36
Ord_1125,Prod_2,SHP_5192,Cust_1312,18462,0.04,26,0.41
Ord_1125,Prod_12,SHP_5193,Cust_1312,3203,0.09,11,0.37
Ord_1126,Prod_8,SHP_1553,Cust_433,655,0.08,11,0.75
Ord_1127,Prod_5,SHP_1554,Cust_434,1121974,0.05,1,0.41
Ord_1127,Prod_3,SHP_1554,Cust_434,13685,0.01,14,0.36
Ord_1128,Prod_4,SHP_3481,Cust_928,20518235,0.01,36,0.58
Ord_1128,Prod_5,SHP_1556,Cust_435,19641,0.01,9,0.06
Ord_1128,Prod_6,SHP_1555,Cust_435,18667,0.02,9,0.37
Ord_1128,Prod_8,SHP_1555,Cust_435,18579,0.02,5,0.76
Ord_1129,Prod_3,SHP_1557,Cust_411,48073,0.01,12,0.36
Ord_1129,Prod_6,SHP_1558,Cust_411,159,0.01,25,0.37
Ord_113,Prod_15,SHP_154,Cust_42,121198,0.01,7,0.59
Ord_1130,Prod_9,SHP_1559,Cust_428,17152,0.01,32,0.38
Ord_1131,Prod_5,SHP_1560,Cust_421,8401,0.06,16,0.47
Ord_1132,Prod_6,SHP_1561,Cust_412,44517,0.02,23,0.37
Ord_1133,Prod_1,SHP_1562,Cust_421,23294,0.08,37,0.73
Ord_1134,Prod_2,SHP_1563,Cust_431,10605,0.02,9,0.42
Ord_1134,Prod_9,SHP_1564,Cust_431,6981,0.01,45,0.38
Ord_1135,Prod_5,SHP_1565,Cust_416,137049,0.08,40,0.55
Ord_1136,Prod_5,SHP_1566,Cust_436,11012021,0.09,3,0.43
Ord_1136,Prod_3,SHP_1566,Cust_436,3944,0,5,0.35
Ord_1137,Prod_5,SHP_1568,Cust_416,37713,0.02,38,0.48
Ord_1137,Prod_3,SHP_1567,Cust_416,19551,0.03,26,0.38
Ord_1138,Prod_13,SHP_1570,Cust_411,35042,0.03,28,0.06
Ord_1138,Prod_2,SHP_1569,Cust_411,17045,0.09,4,0.56
Ord_1139,Prod_8,SHP_1571,Cust_422,6966,0.07,40,0.51
Ord_114,Prod_15,SHP_155,Cust_78,331608,0.08,27,0.78
Ord_1140,Prod_1,SHP_1572,Cust_433,24964,0.08,23,0.59
Ord_1140,Prod_17,SHP_1572,Cust_433,1124,0.01,6,0.04
Ord_1141,Prod_17,SHP_1573,Cust_416,125548,0.06,11,0.04
Ord_1141,Prod_1,SHP_1574,Cust_416,41156,0.09,46,0.57
Ord_1142,Prod_2,SHP_1575,Cust_437,4646,0.01,3,0.52
Ord_1143,Prod_5,SHP_1576,Cust_438,30359,0.01,32,0.55
Ord_1143,Prod_6,SHP_1577,Cust_438,1916,0.04,36,0.36
Ord_1144,Prod_3,SHP_1578,Cust_437,31759,0.06,36,0.38
Ord_1145,Prod_12,SHP_1579,Cust_439,4837,0.02,16,0.36
Ord_1146,Prod_4,SHP_1580,Cust_438,64777395,0.01,37,0.58
Ord_1146,Prod_5,SHP_1580,Cust_438,100574,0.01,47,0.41
Ord_1147,Prod_5,SHP_1581,Cust_439,24485,0.06,14,0.47
Ord_1148,Prod_5,SHP_1582,Cust_440,31635,0.06,21,0.46
Ord_1149,Prod_6,SHP_1583,Cust_440,10937,0.07,11,0.38
Ord_115,Prod_4,SHP_156,Cust_79,17798915,0.09,41,0.08
Ord_115,Prod_1,SHP_156,Cust_79,23428,0.09,8,0.58
Ord_115,Prod_6,SHP_156,Cust_79,20708,0.09,48,0.04
Ord_1150,Prod_1,SHP_1584,Cust_441,620616,0.03,50,0.59
Ord_1151,Prod_4,SHP_1585,Cust_442,1637457,0.09,31,0.58
Ord_1151,Prod_3,SHP_1585,Cust_442,153837,0.03,50,0.04
Ord_1152,Prod_9,SHP_1586,Cust_443,155453,0,16,0.04
Ord_1153,Prod_6,SHP_1588,Cust_444,206342,0.03,38,0.36
Ord_1153,Prod_3,SHP_1587,Cust_444,35695,0.08,1,0.38
Ord_1153,Prod_8,SHP_1588,Cust_444,11286,0.04,17,0.66
Ord_1154,Prod_16,SHP_1590,Cust_444,48364,0.01,45,0.57
Ord_1154,Prod_8,SHP_1589,Cust_444,11682,0.02,24,0.72
Ord_1155,Prod_17,SHP_1592,Cust_440,70194,0.01,29,0.38
Ord_1155,Prod_8,SHP_1591,Cust_440,3364,0.07,4,0.77
Ord_1156,Prod_3,SHP_1594,Cust_444,90664,0.07,42,0.38
Ord_1156,Prod_8,SHP_1595,Cust_444,88296,0.06,45,0.68
Ord_1156,Prod_5,SHP_1593,Cust_444,12688,0.05,33,0.44
Ord_1156,Prod_4,SHP_1596,Cust_444,5814,0.01,3,0.58
Ord_1157,Prod_8,SHP_1597,Cust_444,153833,0.03,39,0.54
Ord_1157,Prod_6,SHP_1598,Cust_444,14746,0.06,39,0.35
Ord_1158,Prod_4,SHP_1600,Cust_445,849031,0.07,50,0.81
Ord_1158,Prod_15,SHP_1599,Cust_445,47388,0.01,4,0.71
Ord_1159,Prod_3,SHP_5785,Cust_1421,1614761,0.02,38,0.35
Ord_1159,Prod_10,SHP_1601,Cust_438,104263,0.02,4,0.56
Ord_116,Prod_4,SHP_159,Cust_80,52474835,0,49,0.57
Ord_116,Prod_8,SHP_158,Cust_80,43605,0.09,15,0.75
Ord_116,Prod_3,SHP_157,Cust_80,11412,0.05,30,0.38
Ord_1160,Prod_3,SHP_1602,Cust_444,27073,0.01,32,0.35
Ord_1161,Prod_3,SHP_1603,Cust_446,25111,0.03,30,0.35
Ord_1162,Prod_9,SHP_1604,Cust_447,6444,0,21,0.36
Ord_1163,Prod_13,SHP_1605,Cust_442,7796,0.05,16,0.52
Ord_1164,Prod_2,SHP_1606,Cust_445,949292,0.05,29,0.57
Ord_1165,Prod_9,SHP_1607,Cust_444,4564,0.08,2,0.38
Ord_1166,Prod_4,SHP_1609,Cust_440,33753075,0.01,34,0.57
Ord_1166,Prod_1,SHP_1608,Cust_440,295414,0.04,21,
Ord_1167,Prod_4,SHP_1611,Cust_444,7546555,0.01,8,0.57
Ord_1167,Prod_6,SHP_1610,Cust_444,8556,0.03,15,0.04
Ord_1168,Prod_6,SHP_1612,Cust_442,10821,0.08,19,0.04
Ord_1169,Prod_5,SHP_1614,Cust_443,38815,0,18,0.57
Ord_1169,Prod_8,SHP_1613,Cust_443,3631,0.04,1,0.51
Ord_117,Prod_4,SHP_160,Cust_81,173417,0,9,0.37
Ord_1170,Prod_5,SHP_1615,Cust_448,23127,0.03,11,0.49
Ord_1171,Prod_1,SHP_1616,Cust_448,15033,0.08,15,0.06
Ord_1172,Prod_1,SHP_1618,Cust_449,52928,0.01,45,0.58
Ord_1172,Prod_6,SHP_1617,Cust_449,24018,0.06,40,0.36
Ord_1173,Prod_3,SHP_1619,Cust_449,88745,0.01,47,0.35
Ord_1173,Prod_6,SHP_1619,Cust_449,35597,0.03,7,0.37
Ord_1174,Prod_15,SHP_1620,Cust_444,94993,0.01,44,0.59
Ord_1175,Prod_4,SHP_1621,Cust_447,2544985,0.07,36,0.85
Ord_1175,Prod_12,SHP_4734,Cust_1245,7002,0.07,10,0.38
Ord_1176,Prod_4,SHP_1622,Cust_445,728025,0.04,13,0.55
Ord_1177,Prod_6,SHP_1623,Cust_450,7925,0,9,0.36
Ord_1178,Prod_4,SHP_1624,Cust_451,1495184,0,26,0.56
Ord_1179,Prod_12,SHP_1625,Cust_444,2384,0.02,7,0.37
Ord_118,Prod_3,SHP_161,Cust_63,2379293,0,18,0.35
Ord_1180,Prod_15,SHP_1626,Cust_445,70937,0.01,8,0.66
Ord_1180,Prod_16,SHP_1627,Cust_445,5976,0.01,19,0.84
Ord_1181,Prod_4,SHP_1629,Cust_444,13188685,0.03,24,0.59
Ord_1181,Prod_15,SHP_1628,Cust_444,754865,0.03,45,0.62
Ord_1182,Prod_10,SHP_1630,Cust_449,451486,0.09,23,0.75
Ord_1182,Prod_13,SHP_1631,Cust_449,7914,0.09,30,0.59
Ord_1183,Prod_1,SHP_1633,Cust_451,156269,0,43,0.57
Ord_1183,Prod_6,SHP_1632,Cust_451,11257,0.08,17,0.37
Ord_1184,Prod_1,SHP_1634,Cust_452,197466,0.06,32,0.08
Ord_1184,Prod_11,SHP_1635,Cust_452,7344,0,3,0.76
Ord_1185,Prod_12,SHP_1636,Cust_451,12112021,0.02,3,0.38
Ord_1186,Prod_5,SHP_1637,Cust_453,266792,0.01,33,0.43
Ord_1186,Prod_11,SHP_1638,Cust_453,223615,0.05,15,0.69
Ord_1187,Prod_1,SHP_5896,Cust_1407,427335,0.07,42,0.82
Ord_1187,Prod_15,SHP_1639,Cust_454,416504,0,45,0.61
Ord_1187,Prod_5,SHP_5895,Cust_1407,108758,0.01,27,0.53
Ord_1188,Prod_6,SHP_1640,Cust_451,11733,0.07,17,0.36
Ord_1189,Prod_6,SHP_1641,Cust_452,4961,0,1,0.04
Ord_119,Prod_2,SHP_162,Cust_56,25612,0.03,21,0.58
Ord_1190,Prod_3,SHP_1643,Cust_444,534713,0.08,44,0.37
Ord_1190,Prod_2,SHP_1642,Cust_444,2145,0.01,1,0.52
Ord_1191,Prod_11,SHP_7456,Cust_1787,1146992,0.07,47,0.65
Ord_1191,Prod_10,SHP_1644,Cust_451,458141,0.04,36,0.69
Ord_1191,Prod_5,SHP_7455,Cust_1787,261289,0.04,25,0.79
Ord_1192,Prod_5,SHP_1645,Cust_455,43055,0,35,0.55
Ord_1193,Prod_3,SHP_1646,Cust_443,19136,0.05,37,0.38
Ord_1194,Prod_13,SHP_1647,Cust_456,657,0.01,11,0.49
Ord_1195,Prod_3,SHP_1648,Cust_456,12733,0.02,22,0.38
Ord_1195,Prod_3,SHP_1649,Cust_456,9901,0.03,24,0.37
Ord_1196,Prod_6,SHP_1650,Cust_457,2832,0.09,5,0.36
Ord_1197,Prod_8,SHP_1651,Cust_458,21375,0.03,42,0.79
Ord_1198,Prod_15,SHP_1652,Cust_458,754714,0.03,24,0.55
Ord_1198,Prod_13,SHP_1653,Cust_458,31198,0.09,15,0.59
Ord_1198,Prod_5,SHP_1652,Cust_458,22432,0.08,2,0.69
Ord_1199,Prod_13,SHP_1654,Cust_458,1449,0.09,3,0.56
Ord_12,Prod_9,SHP_15,Cust_11,24826,0.07,16,0.04
Ord_120,Prod_1,SHP_163,Cust_82,387,0.01,30,0.57
Ord_1200,Prod_13,SHP_3602,Cust_456,186302,0.03,41,0.58
Ord_1200,Prod_13,SHP_1657,Cust_456,10087,0.09,36,0.58
Ord_1200,Prod_7,SHP_3603,Cust_456,5589,0.06,50,0.38
Ord_1201,Prod_2,SHP_1658,Cust_460,947331,0.03,33,0.57
Ord_1202,Prod_4,SHP_3289,Cust_960,1419755,0.09,5,0.35
Ord_1202,Prod_8,SHP_1659,Cust_461,79608,0.05,39,0.68
Ord_1203,Prod_6,SHP_1662,Cust_458,17072021,0.06,3,0.04
Ord_1203,Prod_5,SHP_1661,Cust_458,41834,0.08,35,0.43
Ord_1203,Prod_3,SHP_1660,Cust_458,6998,0.06,12,0.39
Ord_1203,Prod_13,SHP_1662,Cust_458,4561,0.01,12,0.44
Ord_1204,Prod_6,SHP_1664,Cust_458,246123,0.06,46,0.37
Ord_1204,Prod_12,SHP_1663,Cust_458,12933,0.04,28,0.39
Ord_1205,Prod_1,SHP_1665,Cust_459,829529,0.08,48,0.55
